"","rho1","theta","beta0","beta1","gg"
"45",0.891292376565602,7.79649108671127e-12,0.189889608850345,0.20146154540478,1.1582712279498e-08
"46",0.388710472676919,0.074702346662444,0.654705224761692,0.148548594575465,0.995024017184258
"47",0.889337182058342,0.999961281372303,0.19609464749737,0.200701092080669,0.000885909893845836
"48",0.39099694081343,0.166518964761257,0.656486416018289,0.148322805654716,0.987046670903636
"49",0.892453047086971,0.999359996858032,0.188494424508534,0.2016323910276,3.43156821131527e-06
"50",0.887900676233721,0.99374827754541,0.189533331920504,0.201769653351351,3.28516510124443e-07
"51",0.389100548798472,0.658012260060778,0.64662701544689,0.149661435938274,0.967389015252537
"52",0.873444573548871,0.986929345338402,0.304537160802797,0.197880596004392,0.0408537772865599
"53",0.38936298147631,0.507934804493289,0.655521714178781,0.148440825442803,0.99955247993835
"54",0.919572226365797,1,0.0302241093347075,0.215124393867862,9.98146945144517e-05
"55",0.889093880169227,0.999996345508731,0.182482863523233,0.202668841113036,0.000123093737751761
"56",0.882332718153815,0.999270369419635,0.184822402655626,0.202335237801759,0.0012418360296771
"57",0.881831324262574,0.999910064729038,0.17882073927807,0.203377294010207,0.000152612214821742
"58",0.884702454793949,0.927667964075992,0.184240735668421,0.202652768299884,8.17785893401245e-07
"59",0.391134636406587,0.8819682745162,0.652962833062222,0.149100231251444,0.934437700521016
"60",0.88310524041145,0.999999282620038,0.186836477213666,0.202333951545302,9.33307974894821e-07
"61",0.926013808312166,0.999999993082456,0.0181641094865574,0.223985250171984,0.0207647045534374
"62",0.375131072896835,0.577208029266486,0.999651418430756,0.132681166687095,0.185098356145883
"63",0.888747939645981,0.999936322444175,0.188188665575922,0.202034021669242,1.49285042399968e-06
"64",0.892960216423118,0.0027360230049502,0.186927961053973,0.202247776933598,0.00189138394520162
"65",0.85636638109382,0.667912720727537,0.264623597146555,0.19658159788774,0.000249783123086613
"66",0.891094799947689,0.996402339382446,0.128215407624922,0.203558565846665,0.00919069518867069
"67",0.880441257292846,0.84573555461605,0.190779904512318,0.202139574205013,0.000424907386448261
"68",0.880337897720261,0.999998715954189,0.192161914831512,0.201818705651678,4.42525518877174e-06
"69",0.876740110950104,0.999911269039416,0.192508942040498,0.20197669332058,4.83612270774169e-07
"70",0.880784315134363,0.000223287207495877,0.190460744665923,0.202015407422304,1.39551243024295e-06
